iteration,approach,approach_name,h1,h2,T_optimal,r_squared,total_r_squared
17,approach0,No Detrending,0.015412288875786094,-0.0004834014242944283,15.941501308443431,0.17836895347719084,0.17836895347719084
18,approach0,No Detrending,0.01591635981105435,-0.0005508797861176214,14.446309532635455,0.20569196908638676,0.20569196908638676
19,approach0,No Detrending,0.011542996670678351,-0.00038559982040397737,14.967585641747991,0.2082723294520683,0.2082723294520683
20,approach0,No Detrending,0.008594749500878058,-0.00031269076658943875,13.743209616680042,0.1773895482036415,0.1773895482036415
21,approach0,No Detrending,0.013119099934234043,-0.0004719028343077653,13.900213116412473,0.21176307030626906,0.21176307030626906
22,approach0,No Detrending,0.012135040845103518,-0.0003514381881541066,17.26482956909377,0.19060452068001144,0.19060452068001144
23,approach0,No Detrending,0.025440217894753845,-0.0006851028717420801,18.56671380610655,0.2195641127303195,0.2195641127303195
24,approach0,No Detrending,0.010256403814092154,-0.0002515063203972966,20.389952423244146,0.17344731850848027,0.17344731850848027
25,approach0,No Detrending,0.017850031071141758,-0.00048107203458364837,18.552347453111008,0.18217752251850794,0.18217752251850794
26,approach0,No Detrending,0.017349160305349668,-0.0005970505278309905,14.529055328346317,0.18417134182773676,0.18417134182773676
27,approach0,No Detrending,0.02127782684768603,-0.0006944039991550089,15.320927639801992,0.20746590064807025,0.20746590064807025
28,approach0,No Detrending,0.017035241601476167,-0.0004908019304926012,17.35449734720733,0.2022947727517208,0.2022947727517208
29,approach0,No Detrending,0.01813800459343773,-0.0004974174293378308,18.23217636099252,0.1787769783389923,0.1787769783389923
30,approach0,No Detrending,0.015827530630779473,-0.0005017635732653314,15.77190082550085,0.19843347961962632,0.19843347961962632
31,approach0,No Detrending,0.018946665462746676,-0.0004903427800382588,19.319816905704588,0.20378831114422635,0.20378831114422635
32,approach0,No Detrending,0.015045863503920665,-0.0004931355213255654,15.255302906873208,0.1976193265429167,0.1976193265429167
33,approach0,No Detrending,0.008951719717381887,-0.00032985796602608673,13.569051894102115,0.19832108548734062,0.19832108548734062
34,approach0,No Detrending,0.013154140526694853,-0.00031515673260636254,20.86920437635812,0.1833819643388802,0.1833819643388802
35,approach0,No Detrending,0.01683640356801848,-0.0004821373795448749,17.460172434578297,0.19214957513005604,0.19214957513005604
36,approach0,No Detrending,0.011122991797816095,-0.00024182707763105053,22.997821225764806,0.18381238818123358,0.18381238818123358
37,approach0,No Detrending,0.01856898133694987,-0.0005683579911244637,16.335638476915054,0.19560893100285304,0.19560893100285304
38,approach0,No Detrending,0.009589085026818005,-0.00036022007621730386,13.310036918976943,0.21477414688240481,0.21477414688240481
39,approach0,No Detrending,0.018859108478157093,-0.0004843418255911701,19.468800216807985,0.225993876780343,0.225993876780343
40,approach0,No Detrending,0.015067745599913038,-0.0005129217712448072,14.688151726670915,0.21318183633885335,0.21318183633885335
41,approach0,No Detrending,0.016858336009320622,-0.0005201776233622967,16.204403315498848,0.22957203327403786,0.22957203327403786
42,approach0,No Detrending,0.01900809735836255,-0.0005673115255968345,16.752786168380123,0.19168237392314724,0.19168237392314724
43,approach0,No Detrending,0.015875814466271215,-0.000489857861223346,16.204511270497697,0.20540855270703673,0.20540855270703673
44,approach0,No Detrending,0.014208924528968997,-0.00042111525048270316,16.870588885919023,0.18184101577492773,0.18184101577492773
45,approach0,No Detrending,0.013515174504403985,-0.000489130282755411,13.815516009629514,0.1895605018845149,0.1895605018845149
46,approach0,No Detrending,0.01882573683092813,-0.0006294984684910563,14.952964759433407,0.1877653713983115,0.1877653713983115
47,approach0,No Detrending,0.008851195504614207,-0.00035841514025555847,12.347686398380235,0.21575585623608595,0.21575585623608595
48,approach0,No Detrending,0.007273448300049541,-0.0002929474077068434,12.41425612362507,0.21383190335130275,0.21383190335130275
49,approach0,No Detrending,0.015848632027020193,-0.0005437184841338013,14.574299467001449,0.1794462295507111,0.1794462295507111
50,approach0,No Detrending,0.01715512153186504,-0.0004398416207079777,19.50147589972479,0.21358647624241212,0.21358647624241212
51,approach0,No Detrending,0.011448792875702675,-0.0003658296717310683,15.647709522204918,0.20035914654381637,0.20035914654381637
52,approach0,No Detrending,0.016903791671696516,-0.0004436337234237402,19.05151792929719,0.17793135122725312,0.17793135122725312
53,approach0,No Detrending,0.01665616815143319,-0.0004993722291263625,16.677106955439516,0.21433012669138152,0.21433012669138152
54,approach0,No Detrending,0.01489897159548476,-0.0005956455571815928,12.506574938611145,0.18538987764161285,0.18538987764161285
55,approach0,No Detrending,0.016253751282373875,-0.00037655527804036427,21.582158357944433,0.17742593315466648,0.17742593315466648
56,approach0,No Detrending,0.010477044682451007,-0.0002693070522384146,19.45185726732435,0.20703152783615575,0.20703152783615575
57,approach0,No Detrending,0.009138882847520827,-0.00023593003862179616,19.367781442554598,0.20363898280332815,0.20363898280332815
58,approach0,No Detrending,0.018366061513683328,-0.00059320010508773,15.480494150424267,0.19595583975255415,0.19595583975255415
59,approach0,No Detrending,0.010243790127923936,-0.00033354736670934893,15.355825214549379,0.19468946126249487,0.19468946126249487
60,approach0,No Detrending,0.019961095630295626,-0.0006206864984462518,16.079853259466503,0.18998291184440064,0.18998291184440064
61,approach0,No Detrending,0.01430868352391544,-0.00043816590310830853,16.327929013201345,0.18529613130418687,0.18529613130418687
62,approach0,No Detrending,0.016011220894676718,-0.0003882635708434395,20.619009993514126,0.19395207778711432,0.19395207778711432
63,approach0,No Detrending,0.009134877493073372,-0.0003603884043084066,12.673656232923761,0.19062586694362038,0.19062586694362038
64,approach0,No Detrending,0.016364639091420625,-0.0005593625002723961,14.627937235202072,0.20266506454348276,0.20266506454348276
65,approach0,No Detrending,0.014234402589303516,-0.0005583434875406619,12.746994374378623,0.19529179046061418,0.19529179046061418
66,approach0,No Detrending,0.01462854779247132,-0.0004983367160665165,14.677373070097795,0.18841486648799066,0.18841486648799066
67,approach0,No Detrending,0.012024197466303866,-0.0004145276100024821,14.5034940691066,0.21876352816690792,0.21876352816690792
68,approach0,No Detrending,0.010876062173184825,-0.00022482231554532783,24.188128626831162,0.19334447022035783,0.19334447022035783
69,approach0,No Detrending,0.014474498705613738,-0.00040481234787190094,17.87803507193666,0.19009340112131234,0.19009340112131234
70,approach0,No Detrending,0.010216796581081735,-0.0004789829189099946,10.66509491020239,0.20116876738731126,0.20116876738731126
71,approach0,No Detrending,0.00823932682708925,-0.0002725379929709882,15.115923356723203,0.21366593920541022,0.21366593920541022
72,approach0,No Detrending,0.012885968993868704,-0.00036184400906067197,17.805972561657164,0.23185210053299177,0.23185210053299177
73,approach0,No Detrending,0.021673034376737225,-0.0006395840272423443,16.943070381372355,0.18059068155652935,0.18059068155652935
74,approach0,No Detrending,0.010295928148382396,-0.00045158120413020053,11.399863473296664,0.18720235179193223,0.18720235179193223
75,approach0,No Detrending,0.007207168987431068,-7.922305479507897e-06,454.86563261624883,0.1914738593191404,0.1914738593191404
76,approach0,No Detrending,0.007291636227649783,-0.0003022174790732055,12.063558087392334,0.2076594464303707,0.2076594464303707
77,approach0,No Detrending,0.01661323856345205,-0.0003444621530492763,24.114751673568446,0.1772128021068512,0.1772128021068512
78,approach0,No Detrending,0.010052296473036992,-0.00042791966931557244,11.745541504454488,0.1881992961987139,0.1881992961987139
79,approach0,No Detrending,0.01926062650002857,-0.0005918677817276736,16.271055035135063,0.20750671825500044,0.20750671825500044
80,approach0,No Detrending,0.017630514459049614,-0.0006435481247540181,13.697899023315845,0.19827157483964575,0.19827157483964575
81,approach0,No Detrending,0.01888237637041233,-0.0005970088618030136,15.814150826326154,0.17235608141781555,0.17235608141781555
82,approach0,No Detrending,0.009588877827401055,-0.00029686130307145464,16.150434105406134,0.22806655106459173,0.22806655106459173
83,approach0,No Detrending,0.016967727066184494,-0.0005365497837610593,15.811885103415399,0.20091969722019454,0.20091969722019454
84,approach0,No Detrending,0.015252423326725684,-0.0004732395810878563,16.114906631081322,0.1860893506733564,0.1860893506733564
85,approach0,No Detrending,0.012166204370026568,-0.0003295560962107764,18.45847263927618,0.21482091815109672,0.21482091815109672
86,approach0,No Detrending,0.014413393023441015,-0.00040397833539593784,17.839314340105016,0.21572880574324182,0.21572880574324182
87,approach0,No Detrending,0.0205300058999132,-0.0005832516173618505,17.599613347644045,0.20597578815147044,0.20597578815147044
88,approach0,No Detrending,0.010421414770258703,-0.0004291470166500457,12.142010040765353,0.20280946336138506,0.20280946336138506
89,approach0,No Detrending,0.024571306702671953,-0.0006261768393500905,19.620101829520344,0.18133427708691885,0.18133427708691885
90,approach0,No Detrending,0.013162341998826635,-0.0004124083743636919,15.957898550356688,0.19373019044426354,0.19373019044426354
91,approach0,No Detrending,0.010459951975386893,-0.0004342129441488493,12.044726114614855,0.1947319521951112,0.1947319521951112
92,approach0,No Detrending,0.014323209819259705,-0.00028486845036690173,25.14004236132828,0.21117476365187438,0.21117476365187438
93,approach0,No Detrending,0.015215653026218938,-0.0003951916516358652,19.250979826161462,0.23255425265336616,0.23255425265336616
94,approach0,No Detrending,0.015231165267294245,-0.0005400697885450073,14.101108403349375,0.20740609104459695,0.20740609104459695
95,approach0,No Detrending,0.01526793450965539,-0.0004911042538623513,15.544494259191195,0.21287260111788597,0.21287260111788597
96,approach0,No Detrending,0.01897382822547365,-0.0005326511260460837,17.81074637569815,0.217613596012188,0.217613596012188
97,approach0,No Detrending,0.015389397406252779,-0.0005268764053987801,14.604371393899214,0.2070346399681412,0.2070346399681412
98,approach0,No Detrending,0.011817963078389495,-0.0003935953218361838,15.01283478581103,0.19028176875482639,0.19028176875482639
99,approach0,No Detrending,0.006880185980157275,-0.0003043274010828641,11.30392129607136,0.1868009287105703,0.1868009287105703
0,approach1,Linear Temperature Detrending,0.009688196031351648,-0.00031972559597904317,15.150798298905467,0.11181267199566935,0.11181267199566935
1,approach1,Linear Temperature Detrending,0.011424842462944368,-0.00037546660227457697,15.214192678833035,0.095755638375698,0.095755638375698
2,approach1,Linear Temperature Detrending,0.020094026321430435,-0.0005360335711226659,18.743253598226705,0.0932802946040382,0.0932802946040382
3,approach1,Linear Temperature Detrending,0.018854978253322188,-0.00041002743038421306,22.992337653671456,0.1018063598151524,0.1018063598151524
4,approach1,Linear Temperature Detrending,0.01808476455483962,-0.0005261034286462428,17.187461219721488,0.09358348735392441,0.09358348735392441
5,approach1,Linear Temperature Detrending,0.016448223100293174,-0.0004655806817522635,17.66420273108036,0.10511282001266109,0.10511282001266109
6,approach1,Linear Temperature Detrending,0.017006945918643854,-0.0005133369185090742,16.565091371217267,0.09668580025884277,0.09668580025884277
7,approach1,Linear Temperature Detrending,0.014894570899341793,-0.00048468704959433095,15.365142220952796,0.08592235412885552,0.08592235412885552
8,approach1,Linear Temperature Detrending,0.010962638322740938,-0.0002217531215875255,24.718115001628078,0.09794251722718272,0.09794251722718272
9,approach1,Linear Temperature Detrending,0.019092968043316984,-0.00043597747814879713,21.896736643814247,0.10970660245807895,0.10970660245807895
10,approach1,Linear Temperature Detrending,0.014527507659860448,-0.0003690827936131087,19.6805539451521,0.09406275350382465,0.09406275350382465
11,approach1,Linear Temperature Detrending,0.01418670502496017,-0.0004892636617042164,14.498016238876863,0.0917714036388273,0.0917714036388273
12,approach1,Linear Temperature Detrending,0.013866455639538797,-0.00019899436436612736,34.84132750118006,0.09332632846123357,0.09332632846123357
13,approach1,Linear Temperature Detrending,0.012083224202603727,-0.00030380367781489905,19.886566695821525,0.09545493250479142,0.09545493250479142
14,approach1,Linear Temperature Detrending,0.019366055460012587,-0.0006525569542308961,14.838594037234213,0.09578957622147011,0.09578957622147011
15,approach1,Linear Temperature Detrending,0.017336934261531437,-0.0005221098795425137,16.602764035726075,0.10084975211588865,0.10084975211588865
16,approach1,Linear Temperature Detrending,0.017154496480854094,-0.00034530763071131086,24.83944019064532,0.0966004477481327,0.0966004477481327
17,approach1,Linear Temperature Detrending,0.0185045522966286,-0.0005682009384911468,16.28345805426448,0.08796822318780584,0.08796822318780584
18,approach1,Linear Temperature Detrending,0.0179801786647795,-0.0005689481939083157,15.801244170639684,0.09771293074632081,0.09771293074632081
19,approach1,Linear Temperature Detrending,0.012162520280983219,-0.00038368811724222936,15.849487818911,0.10091686908641873,0.10091686908641873
20,approach1,Linear Temperature Detrending,0.008471243015392146,-0.000281433996653002,15.050141624924022,0.08314558673215455,0.08314558673215455
21,approach1,Linear Temperature Detrending,0.015507818263095996,-0.0005280672719592936,14.68356314296583,0.10533388948123268,0.10533388948123268
22,approach1,Linear Temperature Detrending,0.01186145055700422,-0.00030563339755235674,19.40470290877208,0.08932211807418844,0.08932211807418844
23,approach1,Linear Temperature Detrending,0.025588668092648658,-0.0006547194682467777,19.541703992070495,0.11064024218024049,0.11064024218024049
24,approach1,Linear Temperature Detrending,0.010974152891817615,-0.0002661702200029009,20.614914943711604,0.08849602588297434,0.08849602588297434
25,approach1,Linear Temperature Detrending,0.020281823143821445,-0.000574846039286857,17.641091490325554,0.09620939145411977,0.09620939145411977
26,approach1,Linear Temperature Detrending,0.019009012386248796,-0.0006434320959934907,14.771576134151303,0.09053915033193738,0.09053915033193738
27,approach1,Linear Temperature Detrending,0.024791968336384123,-0.0007506779300569399,16.51305263130862,0.09557422492100764,0.09557422492100764
28,approach1,Linear Temperature Detrending,0.018915953252375883,-0.0005438718478891247,17.390083091993525,0.10475456476959111,0.10475456476959111
29,approach1,Linear Temperature Detrending,0.019273057655563856,-0.0005511120812014614,17.485606206950948,0.08996574296500381,0.08996574296500381
30,approach1,Linear Temperature Detrending,0.01659587166722432,-0.0004967345486424598,16.704970202475,0.09072198369552076,0.09072198369552076
31,approach1,Linear Temperature Detrending,0.020578007114843838,-0.000524292261021662,19.62455737449234,0.09998535993946966,0.09998535993946966
32,approach1,Linear Temperature Detrending,0.01646103067249199,-0.0005298286859155439,15.534295433671483,0.10145829791959193,0.10145829791959193
33,approach1,Linear Temperature Detrending,0.00929102268404541,-0.00032536539991261495,14.277828383935027,0.09118120813249697,0.09118120813249697
34,approach1,Linear Temperature Detrending,0.014022038584877583,-0.0003532431313433769,19.84757429189357,0.0852894193277528,0.0852894193277528
35,approach1,Linear Temperature Detrending,0.01944797206585622,-0.0005516323222241558,17.62765820849919,0.09126727843631632,0.09126727843631632
36,approach1,Linear Temperature Detrending,0.012383393737910801,-0.0002521449768184418,24.556098428301276,0.10492414741038047,0.10492414741038047
37,approach1,Linear Temperature Detrending,0.02023939241153168,-0.0005991642528729628,16.889686187455943,0.0967887711197698,0.0967887711197698
38,approach1,Linear Temperature Detrending,0.012162357681181216,-0.00042509986143515706,14.30529480781354,0.09953481262989083,0.09953481262989083
39,approach1,Linear Temperature Detrending,0.02048376556450659,-0.0005238608249673666,19.550770536986235,0.10768432165875763,0.10768432165875763
40,approach1,Linear Temperature Detrending,0.0166449337304612,-0.0005636099444205874,14.766359159589376,0.10339516771467694,0.10339516771467694
41,approach1,Linear Temperature Detrending,0.01755570635253811,-0.0004919261494732128,17.843843401431215,0.11449094497981216,0.11449094497981216
42,approach1,Linear Temperature Detrending,0.019806551928263208,-0.0005956763861867028,16.625261960657312,0.09213444724896414,0.09213444724896414
43,approach1,Linear Temperature Detrending,0.01670257044315453,-0.0004983846805747973,16.75670530632193,0.09641931181416818,0.09641931181416818
44,approach1,Linear Temperature Detrending,0.014888514195266383,-0.00040202946300779463,18.51669537336586,0.09669972576979402,0.09669972576979402
45,approach1,Linear Temperature Detrending,0.013296756746495563,-0.0004404867288452716,15.093254660989201,0.09135328936367926,0.09135328936367926
46,approach1,Linear Temperature Detrending,0.019928504613317927,-0.0006197299942456788,16.078376711114693,0.08988901724437759,0.08988901724437759
47,approach1,Linear Temperature Detrending,0.009920208631967135,-0.0002944346282574628,16.846198918037242,0.10075525075824143,0.10075525075824143
48,approach1,Linear Temperature Detrending,0.00920796195381714,-0.0003369809222660463,13.662438057172059,0.10817426047009904,0.10817426047009904
49,approach1,Linear Temperature Detrending,0.017195403687044527,-0.0005538539627771008,15.523409456912056,0.09125059657710555,0.09125059657710555
50,approach1,Linear Temperature Detrending,0.01850924132211535,-0.0004344811697183146,21.300395289990785,0.09556607554146856,0.09556607554146856
51,approach1,Linear Temperature Detrending,0.011622049159744192,-0.000352502905125076,16.485040251824913,0.08567155511641933,0.08567155511641933
52,approach1,Linear Temperature Detrending,0.01786574897317545,-0.0004919714812854875,18.15730144204038,0.09912691743800328,0.09912691743800328
53,approach1,Linear Temperature Detrending,0.016441300632408788,-0.00044205066773358336,18.596624586842257,0.09549280058006782,0.09549280058006782
54,approach1,Linear Temperature Detrending,0.015159806200700314,-0.0005838042583709021,12.983637908880237,0.08009943150554921,0.08009943150554921
55,approach1,Linear Temperature Detrending,0.016942049164680034,-0.00040396872033902226,20.96950619154594,0.09289378990166053,0.09289378990166053
56,approach1,Linear Temperature Detrending,0.013241809954097643,-0.000333007561652141,19.88214605158127,0.0970453521770076,0.0970453521770076
57,approach1,Linear Temperature Detrending,0.0121371106194087,-0.0003281515141176771,18.493150415658693,0.09545315761626205,0.09545315761626205
58,approach1,Linear Temperature Detrending,0.020328375173834914,-0.0006525371520948216,15.576412092840465,0.09612721994845252,0.09612721994845252
59,approach1,Linear Temperature Detrending,0.010188532657894113,-0.00031737883051486933,16.051058984251906,0.09729548769566077,0.09729548769566077
60,approach1,Linear Temperature Detrending,0.02119101805870658,-0.000627534131845974,16.884354956415216,0.091360048349026,0.091360048349026
61,approach1,Linear Temperature Detrending,0.01571357814214201,-0.00047492874764091104,16.54309011635456,0.09363070976875743,0.09363070976875743
62,approach1,Linear Temperature Detrending,0.016392102123837432,-0.00039279378847955753,20.8660404067089,0.09567686673802867,0.09567686673802867
63,approach1,Linear Temperature Detrending,0.010140158348290499,-0.00035601887272110257,14.241040468989516,0.09315158568606463,0.09315158568606463
64,approach1,Linear Temperature Detrending,0.016649678395027623,-0.000518131976284755,16.067024577804954,0.10770610445446749,0.10770610445446749
65,approach1,Linear Temperature Detrending,0.016482304068653763,-0.0006039984355867906,13.644326787569439,0.0946935731015186,0.0946935731015186
66,approach1,Linear Temperature Detrending,0.0152704301269857,-0.0005004205262207882,15.257597687198292,0.09113178491582041,0.09113178491582041
67,approach1,Linear Temperature Detrending,0.013492578708831218,-0.00043248751685461825,15.598807113508876,0.09792903787905527,0.09792903787905527
68,approach1,Linear Temperature Detrending,0.012203672371711728,-0.0002691696540023907,22.669108850590078,0.09463569610733447,0.09463569610733447
69,approach1,Linear Temperature Detrending,0.016047213490503705,-0.00045652521105681113,17.57538587338471,0.09352261472456891,0.09352261472456891
70,approach1,Linear Temperature Detrending,0.012113059368141253,-0.0004917857913878198,12.315381595265483,0.09773309588734858,0.09773309588734858
71,approach1,Linear Temperature Detrending,0.009001688679739446,-0.00024381582718525043,18.460017103196492,0.1102299791718998,0.1102299791718998
72,approach1,Linear Temperature Detrending,0.015017945298833497,-0.00041860104720494573,17.938255767765387,0.11303715099674083,0.11303715099674083
73,approach1,Linear Temperature Detrending,0.0233363038748149,-0.000675372329233203,17.276621253724016,0.08012313183365805,0.08012313183365805
74,approach1,Linear Temperature Detrending,0.011830785031895549,-0.0005266277947557029,11.232586990004702,0.08507578081020462,0.08507578081020462
75,approach1,Linear Temperature Detrending,0.007521976295788585,7.807399496421753e-06,-481.7209814379307,0.09775420017842229,0.09775420017842229
76,approach1,Linear Temperature Detrending,0.009951974681714054,-0.0003488510547756496,14.263930903282336,0.09486668572348023,0.09486668572348023
77,approach1,Linear Temperature Detrending,0.01651886329005841,-0.000318372014346725,25.942706245638224,0.09086336481325696,0.09086336481325696
78,approach1,Linear Temperature Detrending,0.012152680801941543,-0.00046572802794701595,13.046971700964608,0.09811997335347555,0.09811997335347555
79,approach1,Linear Temperature Detrending,0.020158829600521525,-0.0005977847842350859,16.861276944608402,0.10888790453748032,0.10888790453748032
80,approach1,Linear Temperature Detrending,0.018591870891911545,-0.0006432921978161253,14.450564576274973,0.08609064630500729,0.08609064630500729
81,approach1,Linear Temperature Detrending,0.019990018385674137,-0.0006189861909587398,16.147386385721994,0.08265242594867594,0.08265242594867594
82,approach1,Linear Temperature Detrending,0.011679760754543377,-0.00033422327314785804,17.472991399638907,0.12209701572866916,0.12209701572866916
83,approach1,Linear Temperature Detrending,0.018378885643881758,-0.0005749966912228891,15.981731655528302,0.08208654551173566,0.08208654551173566
84,approach1,Linear Temperature Detrending,0.01619060391329742,-0.0004729286646295756,17.117384844899192,0.09491448833744276,0.09491448833744276
85,approach1,Linear Temperature Detrending,0.014977077194110783,-0.0003694346790408483,20.270264330619014,0.11145845855298886,0.11145845855298886
86,approach1,Linear Temperature Detrending,0.015803183238563823,-0.0004381077927336306,18.03572488400378,0.10612487054160757,0.10612487054160757
87,approach1,Linear Temperature Detrending,0.020994691257910394,-0.0005849712649969553,17.94506201772122,0.10090087136433157,0.10090087136433157
88,approach1,Linear Temperature Detrending,0.012029218776981843,-0.0004398324257504894,13.674774837776337,0.09746126982970127,0.09746126982970127
89,approach1,Linear Temperature Detrending,0.02596730390138636,-0.000652909743080183,19.885829685189233,0.09253579585305827,0.09253579585305827
90,approach1,Linear Temperature Detrending,0.01467743176620677,-0.0003881523786733747,18.906790957163814,0.10237347390784501,0.10237347390784501
91,approach1,Linear Temperature Detrending,0.01353811983376748,-0.0004719489309213717,14.342780486161306,0.0884706195986682,0.0884706195986682
92,approach1,Linear Temperature Detrending,0.016161229964950317,-0.000315809602377043,25.586983174842686,0.10095631042536157,0.10095631042536157
93,approach1,Linear Temperature Detrending,0.015437805166278464,-0.000349957949500014,22.056657361740893,0.12187410664398135,0.12187410664398135
94,approach1,Linear Temperature Detrending,0.017386236837680313,-0.0005788474035818774,15.017979462372287,0.10233660963870261,0.10233660963870261
95,approach1,Linear Temperature Detrending,0.01763600524713548,-0.0005641696429405783,15.630055133073695,0.09910324474711607,0.09910324474711607
96,approach1,Linear Temperature Detrending,0.019853153775055088,-0.0005391318994604254,18.41214904453302,0.11299386427170544,0.11299386427170544
97,approach1,Linear Temperature Detrending,0.015030624434717126,-0.0005099922006889792,14.736131664769921,0.10311112063258943,0.10311112063258943
98,approach1,Linear Temperature Detrending,0.012292303538337776,-0.00037619987757933263,16.337463501361174,0.10763830794669338,0.10763830794669338
99,approach1,Linear Temperature Detrending,0.0077609351011537165,-0.0002697049483625238,14.38782482166745,0.09377352123882177,0.09377352123882177
0,approach2,Quadratic GDP Growth Detrending,0.00010453477222590376,-3.636982365083322e-06,14.371085935071465,0.116111265623012,0.23035963164140583
1,approach2,Quadratic GDP Growth Detrending,0.00010433269786154549,-3.8102321400563367e-06,13.691120911599217,0.09957646810457899,0.20182614761466977
2,approach2,Quadratic GDP Growth Detrending,0.00025607122380489434,-7.911360923738727e-06,16.183765743548012,0.09554897219410452,0.19626883366557646
3,approach2,Quadratic GDP Growth Detrending,0.00013968408946734963,-4.6847442296769475e-06,14.908400823942316,0.10380681197354458,0.19068855466822965
4,approach2,Quadratic GDP Growth Detrending,0.00014793915405400898,-4.978762622402428e-06,14.857020235142597,0.09248399545882813,0.1855879451081368
5,approach2,Quadratic GDP Growth Detrending,0.00015928621220560226,-5.273074775535743e-06,15.10373159741688,0.10697302562484212,0.19689278665514598
6,approach2,Quadratic GDP Growth Detrending,0.00014351358792664886,-4.853024961551484e-06,14.78599317576644,0.09668453061054738,0.1777616990800519
7,approach2,Quadratic GDP Growth Detrending,0.0001578944596469968,-5.134670491293226e-06,15.375325438578363,0.08605702525386283,0.18022442453942478
8,approach2,Quadratic GDP Growth Detrending,0.00012475172731228726,-3.915983077468568e-06,15.92853248397223,0.10071307009546426,0.20236005347743868
9,approach2,Quadratic GDP Growth Detrending,0.0001711635093751508,-5.521491962009895e-06,15.499751747609633,0.10679347759831403,0.18500159621531498
10,approach2,Quadratic GDP Growth Detrending,0.0001465294559874684,-4.309303239188419e-06,17.001525287770725,0.09655862218189781,0.18155794858506857
11,approach2,Quadratic GDP Growth Detrending,0.00014828864825797906,-5.011570748787242e-06,14.794627841367266,0.09601720426053073,0.1952329510061842
12,approach2,Quadratic GDP Growth Detrending,0.0001277272202427899,-3.746081835636446e-06,17.04810864350612,0.09454254459017375,0.18246976107131496
13,approach2,Quadratic GDP Growth Detrending,0.00011988764284782784,-3.9202298971273104e-06,15.290894411024189,0.10059697127508938,0.21401936419415557
14,approach2,Quadratic GDP Growth Detrending,0.00020372196979187766,-6.717562214296518e-06,15.163385413707852,0.0968730671202529,0.181257145714244
15,approach2,Quadratic GDP Growth Detrending,0.00015045535115532145,-4.996964425047852e-06,15.054675034421589,0.10368018127665957,0.193309485727176
16,approach2,Quadratic GDP Growth Detrending,9.152269107364054e-05,-3.2125575847025933e-06,14.244521484914234,0.10480334818296133,0.2075089976326252
17,approach2,Quadratic GDP Growth Detrending,0.000165539568624635,-5.461431314209452e-06,15.15532825561105,0.09029374649836852,0.175168057754991
18,approach2,Quadratic GDP Growth Detrending,0.00015362384683978352,-5.299711638042119e-06,14.493604306416286,0.09850701794548222,0.2007609665181188
19,approach2,Quadratic GDP Growth Detrending,0.00011801567516475071,-3.934680358556405e-06,14.996856721552026,0.09962938527611664,0.20460102731912533
20,approach2,Quadratic GDP Growth Detrending,0.000100400147914025,-3.3404872497896806e-06,15.027769963849774,0.0891733975821073,0.17546879431332651
21,approach2,Quadratic GDP Growth Detrending,0.00014014620171024324,-4.9027132328041725e-06,14.292718649392098,0.10812054252679426,0.20700476064738849
22,approach2,Quadratic GDP Growth Detrending,0.00015928850193070395,-4.786485087572634e-06,16.639402297969323,0.09031248364510336,0.18731222248232238
23,approach2,Quadratic GDP Growth Detrending,0.0002777481737436702,-8.353870593872434e-06,16.623921248397032,0.11173557882493979,0.2127467302386531
